"BusinessId","Business","Address1","Address2","City","County","State","Zip","PhonePrimary","URL","MailAddress","MailCity","MailState","MailZip","Email","Profiles","DateStamp","LastUpdated","fullAddress","lon","lat"
4303000,"24 Express Food Store","4007 Mount Vernon Ave","","Alexandria","Alexandria","Virginia",22305,"7038367779","","4007 Mount Vernon Ave","Alexandria","Virginia",22305,"","Food Retailer","Jan 10 2017 09:06:30:000PM","Jan 10 2017 09:06:30:000PM","4007 Mount Vernon Ave Alexandria Virginia 22305",-77.0634395,38.8427312
4303048,"4 Mile Run Mobil","4154 S Four Mile Run Dr","","Arlington","Arlington","Virginia",22206,"7038457600","http://Exxonmobilstations.Com","4154 S Four Mile Run Dr","Arlington","Virginia",22206,"","Food Retailer","Jan 10 2017 09:06:38:000PM","Jan 10 2017 09:06:38:000PM","4154 S Four Mile Run Dr Arlington Virginia 22206",-77.0990735,38.8486322
4303067,"5 Twelve Store","4116 Dale Blvd","","Woodbridge","Prince William","Virginia",22193,"7037305979","","4116 Dale Blvd","Woodbridge","Virginia",22193,"","Food Retailer","Jan 10 2017 09:06:40:000PM","Jan 10 2017 09:06:40:000PM","4116 Dale Blvd Woodbridge Virginia 22193",-77.3342933,38.6428185
4303090,"7 Market","1551 Featherstone Rd","","Woodbridge","Prince William","Virginia",22191,"7034921265","","1551 Featherstone Rd","Woodbridge","Virginia",22191,"","Food Retailer","Jan 10 2017 09:06:43:000PM","Jan 10 2017 09:06:43:000PM","1551 Featherstone Rd Woodbridge Virginia 22191",-77.2649854,38.6335977
4303641,"7-Eleven","207 W Shirley Ave","","Warrenton","Fauquier","Virginia",20186,"5403479350","http://7-Eleven.Com","207 W Shirley Ave","Warrenton","Virginia",20186,"","Food Retailer","Jan 10 2017 09:08:13:000PM","Jan 10 2017 09:08:13:000PM","207 W Shirley Ave Warrenton Virginia 20186",-77.8048075,38.7128424
4303642,"7-Eleven","5059 Lee Hwy","","Warrenton","Fauquier","Virginia",20187,"5403475044","http://7-Eleven.Com","5059 Lee Hwy","Warrenton","Virginia",20187,"","Food Retailer","Jan 10 2017 09:08:13:000PM","Jan 10 2017 09:08:13:000PM","5059 Lee Hwy Warrenton Virginia 20187",-77.7119195,38.7670074
4303643,"7-Eleven","7325 Comfort Inn Dr","","Warrenton","Fauquier","Virginia",20187,"5403477880","http://7-Eleven.Com","7325 Comfort Inn Dr","Warrenton","Virginia",20187,"","Food Retailer","Jan 10 2017 09:08:13:000PM","Jan 10 2017 09:08:13:000PM","7325 Comfort Inn Dr Warrenton Virginia 20187",-77.7726095,38.731959
4303323,"7-Eleven","1111 Elden St","","Herndon","Fairfax","Virginia",20170,"7036893601","http://7-Eleven.Com","1111 Elden St","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:19:000PM","Jan 10 2017 09:07:19:000PM","1111 Elden St Herndon Virginia 20170",-77.397013,38.9647958
4303324,"7-Eleven","1115 Crestview Dr","","Herndon","Fairfax","Virginia",20170,"7036893604","http://7-Eleven.Com","1115 Crestview Dr","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:19:000PM","Jan 10 2017 09:07:19:000PM","1115 Crestview Dr Herndon Virginia 20170",-77.3989637,38.9808378
4303325,"7-Eleven","11501 Leesburg Pike","","Herndon","Fairfax","Virginia",20170,"7034500248","http://7-Eleven.Com","11501 Leesburg Pike","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:19:000PM","Jan 10 2017 09:07:19:000PM","11501 Leesburg Pike Herndon Virginia 20170",-77.3436142,38.9988393
4303326,"7-Eleven","13190 Parcher Ave","","Herndon","Fairfax","Virginia",20170,"7036893602","http://7-Eleven.Com","13190 Parcher Ave","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:19:000PM","Jan 10 2017 09:07:19:000PM","13190 Parcher Ave Herndon Virginia 20170",-77.4027977,38.9603314
4303327,"7-Eleven","150 Elden St # 160","","Herndon","Fairfax","Virginia",20170,"7034375192","http://7-Eleven.Com","150 Elden St # 160","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:20:000PM","Jan 10 2017 09:07:20:000PM","150 Elden St  160 Herndon Virginia 20170",-77.3675245,38.9670855
4303328,"7-Eleven","2501-014 Mcnair Farms Dr","","Herndon","Fairfax","Virginia",20171,"7037133869","http://7-Eleven.Com","2501-014 Mcnair Farms Dr","Herndon","Virginia",20171,"","Food Retailer","Jan 10 2017 09:07:20:000PM","Jan 10 2017 09:07:20:000PM","2501014 Mcnair Farms Dr Herndon Virginia 20171",-77.4108616,38.9495867
4303329,"7-Eleven","701 Van Buren St","","Herndon","Fairfax","Virginia",20170,"5712039618","http://7-Eleven.Com","701 Van Buren St","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:07:20:000PM","Jan 10 2017 09:07:20:000PM","701 Van Buren St Herndon Virginia 20170",-77.3816306,38.9681289
4303340,"7-Eleven","8228 Gunston Corner Ln","","Lorton","Fairfax","Virginia",22079,"7036902463","http://7-Eleven.Com","8228 Gunston Corner Ln","Lorton","Virginia",22079,"","Food Retailer","Jan 10 2017 09:07:21:000PM","Jan 10 2017 09:07:21:000PM","8228 Gunston Corner Ln Lorton Virginia 22079",-77.2288912,38.7055922
4303341,"7-Eleven","9402 Richmond Hwy","","Lorton","Fairfax","Virginia",22079,"7033396896","http://7-Eleven.Com","9402 Richmond Hwy","Lorton","Virginia",22079,"","Food Retailer","Jan 10 2017 09:07:22:000PM","Jan 10 2017 09:07:22:000PM","9402 Richmond Hwy Lorton Virginia 22079",-77.2093142,38.7024459
4303342,"7-Eleven","9804 Gunston Rd","","Lorton","Fairfax","Virginia",22079,"7033396895","http://7-Eleven.Com","9804 Gunston Rd","Lorton","Virginia",22079,"","Food Retailer","Jan 10 2017 09:07:22:000PM","Jan 10 2017 09:07:22:000PM","9804 Gunston Rd Lorton Virginia 22079",-77.2179067,38.6922329
4303251,"7-Eleven","3011 Patrick Henry Dr","","Falls Church","Fairfax","Virginia",22044,"7035382855","http://7-Eleven.Com","3011 Patrick Henry Dr","Falls Church","Virginia",22044,"","Food Retailer","Jan 10 2017 09:07:07:000PM","Jan 10 2017 09:07:07:000PM","3011 Patrick Henry Dr Falls Church Virginia 22044",-77.1470558,38.8674671
4303252,"7-Eleven","3019 Annandale Rd","","Falls Church","Fairfax","Virginia",22042,"7035382858","http://7-Eleven.Com","3019 Annandale Rd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:07:07:000PM","Jan 10 2017 09:07:07:000PM","3019 Annandale Rd Falls Church Virginia 22042",-77.1742635,38.8685489
4303253,"7-Eleven","3337 Glen Carlyn Dr","","Falls Church","Fairfax","Virginia",22041,"7035786068","http://7-Eleven.Com","3337 Glen Carlyn Dr","Falls Church","Virginia",22041,"","Food Retailer","Jan 10 2017 09:07:07:000PM","Jan 10 2017 09:07:07:000PM","3337 Glen Carlyn Dr Falls Church Virginia 22041",-77.1378654,38.8542917
4303254,"7-Eleven","3420 Carlin Springs Rd","","Falls Church","Fairfax","Virginia",22041,"7035786063","http://7-Eleven.Com","3420 Carlin Springs Rd","Falls Church","Virginia",22041,"","Food Retailer","Jan 10 2017 09:07:07:000PM","Jan 10 2017 09:07:07:000PM","3420 Carlin Springs Rd Falls Church Virginia 22041",-77.123775,38.8506904
4303255,"7-Eleven","3827 S George Mason Dr","","Falls Church","Fairfax","Virginia",22041,"7035786069","http://7-Eleven.Com","3827 S George Mason Dr","Falls Church","Virginia",22041,"","Food Retailer","Jan 10 2017 09:07:08:000PM","Jan 10 2017 09:07:08:000PM","3827 S George Mason Dr Falls Church Virginia 22041",-77.1208084,38.8406369
4303256,"7-Eleven","7222 Arlington Blvd","","Falls Church","Fairfax","Virginia",22042,"7038768926","http://7-Eleven.Com","7222 Arlington Blvd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:07:08:000PM","Jan 10 2017 09:07:08:000PM","7222 Arlington Blvd Falls Church Virginia 22042",-77.1941921,38.8670371
4303257,"7-Eleven","7243 Arlington Blvd","","Falls Church","Fairfax","Virginia",22042,"7038768924","http://7-Eleven.Com","7243 Arlington Blvd","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:07:08:000PM","Jan 10 2017 09:07:08:000PM","7243 Arlington Blvd Falls Church Virginia 22042",-77.1962661,38.8646538
4303258,"7-Eleven","7451 Patterson Rd","","Falls Church","Fairfax","Virginia",22043,"7038831711","http://7-Eleven.Com","7451 Patterson Rd","Falls Church","Virginia",22043,"","Food Retailer","Jan 10 2017 09:07:08:000PM","Jan 10 2017 09:07:08:000PM","7451 Patterson Rd Falls Church Virginia 22043",-77.2031833,38.9044713
4303259,"7-Eleven","7461 Lee Hwy","","Falls Church","Fairfax","Virginia",22042,"7038768925","http://7-Eleven.Com","7461 Lee Hwy","Falls Church","Virginia",22042,"","Food Retailer","Jan 10 2017 09:07:08:000PM","Jan 10 2017 09:07:08:000PM","7461 Lee Hwy Falls Church Virginia 22042",-77.2010606,38.875282
4303281,"7-Eleven","9908 Grgtn Pke","","Great Falls","Fairfax","Virginia",22066,"7037595788","http://7-Eleven.Com","9908 Grgtn Pke","Great Falls","Virginia",22066,"","Food Retailer","Jan 10 2017 09:07:12:000PM","Jan 10 2017 09:07:12:000PM","9908 Grgtn Pke Great Falls Virginia 22066",-77.2895218,38.9986887
4303161,"7-Eleven","13990 Metrotech Dr","","Chantilly","Fairfax","Virginia",20151,"7033781362","http://7-Eleven.Com","13990 Metrotech Dr","Chantilly","Virginia",20151,"","Food Retailer","Jan 10 2017 09:06:54:000PM","Jan 10 2017 09:06:54:000PM","13990 Metrotech Dr Chantilly Virginia 20151",-77.4282873,38.8964389
4303162,"7-Eleven","14515 Lee Jackson Memorial Hwy","","Chantilly","Fairfax","Virginia",20151,"7033788345","http://7-Eleven.Com","14515 Lee Jackson Memorial Hwy","Chantilly","Virginia",20151,"","Food Retailer","Jan 10 2017 09:06:54:000PM","Jan 10 2017 09:06:54:000PM","14515 Lee Jackson Memorial Hwy Chantilly Virginia 20151",-77.4499344,38.9010502
4303163,"7-Eleven","14533 Lee Rd","","Chantilly","Fairfax","Virginia",20151,"7033781350","http://7-Eleven.Com","14533 Lee Rd","Chantilly","Virginia",20151,"","Food Retailer","Jan 10 2017 09:06:54:000PM","Jan 10 2017 09:06:54:000PM","14533 Lee Rd Chantilly Virginia 20151",-77.4481908,38.8941869
4303238,"7-Eleven","2242 Gallows Rd","","Dunn Loring","Fairfax","Virginia",22027,"7038768927","http://7-Eleven.Com","2242 Gallows Rd","Dunn Loring","Virginia",22027,"","Food Retailer","Jan 10 2017 09:07:05:000PM","Jan 10 2017 09:07:05:000PM","2242 Gallows Rd Dunn Loring Virginia 22027",-77.2248652,38.8982421
4303352,"7-Eleven","1357 Chain Bridge Rd","","McLean","Fairfax","Virginia",22101,"7038831710","http://7-Eleven.Com","1357 Chain Bridge Rd","McLean","Virginia",22101,"","Food Retailer","Jan 10 2017 09:07:24:000PM","Jan 10 2017 09:07:24:000PM","1357 Chain Bridge Rd McLean Virginia 22101",-77.1751396,38.9373934
4303353,"7-Eleven","1436 Chain Bridge Rd","","McLean","Fairfax","Virginia",22101,"7038933571","http://7-Eleven.Com","1436 Chain Bridge Rd","McLean","Virginia",22101,"","Food Retailer","Jan 10 2017 09:07:24:000PM","Jan 10 2017 09:07:24:000PM","1436 Chain Bridge Rd McLean Virginia 22101",-77.178307,38.9337134
4303354,"7-Eleven","6720 Old Dominion Dr","","McLean","Fairfax","Virginia",22101,"7033561133","http://7-Eleven.Com","6720 Old Dominion Dr","McLean","Virginia",22101,"","Food Retailer","Jan 10 2017 09:07:24:000PM","Jan 10 2017 09:07:24:000PM","6720 Old Dominion Dr McLean Virginia 22101",-77.1762403,38.9339649
4303355,"7-Eleven","8110 Old Dominion Dr","","McLean","Fairfax","Virginia",22102,"7038831712","http://7-Eleven.Com","8110 Old Dominion Dr","McLean","Virginia",22102,"","Food Retailer","Jan 10 2017 09:07:24:000PM","Jan 10 2017 09:07:24:000PM","8110 Old Dominion Dr McLean Virginia 22102",-77.2253143,38.9525952
4303453,"7-Eleven","2973 Chain Bridge Rd","","Oakton","Fairfax","Virginia",22124,"7032559303","http://7-Eleven.Com","2973 Chain Bridge Rd","Oakton","Virginia",22124,"","Food Retailer","Jan 10 2017 09:07:41:000PM","Jan 10 2017 09:07:41:000PM","2973 Chain Bridge Rd Oakton Virginia 22124",-77.3027805,38.8792363
4303475,"7-Eleven","11714 Sunset Hills Rd","","Reston","Fairfax","Virginia",20190,"7036893605","http://7-Eleven.Com","11714 Sunset Hills Rd","Reston","Virginia",20190,"","Food Retailer","Jan 10 2017 09:07:44:000PM","Jan 10 2017 09:07:44:000PM","11714 Sunset Hills Rd Reston Virginia 20190",-77.3523625,38.9553913
4303476,"7-Eleven","2303 Soapstone Dr # C","","Reston","Fairfax","Virginia",20191,"7032645024","http://7-Eleven.Com","2303 Soapstone Dr # C","Reston","Virginia",20191,"","Food Retailer","Jan 10 2017 09:07:44:000PM","Jan 10 2017 09:07:44:000PM","2303 Soapstone Dr  C Reston Virginia 20191",-77.3457771,38.9307965
4303519,"7-Eleven","6221 Rolling Rd","","Springfield","Fairfax","Virginia",22152,"7038660906","http://7-Eleven.Com","6221 Rolling Rd","Springfield","Virginia",22152,"","Food Retailer","Jan 10 2017 09:07:51:000PM","Jan 10 2017 09:07:51:000PM","6221 Rolling Rd Springfield Virginia 22152",-77.2336223,38.7813777
4303520,"7-Eleven","6225 Backlick Rd","","Springfield","Fairfax","Virginia",22150,"7038660902","http://7-Eleven.Com","6225 Backlick Rd","Springfield","Virginia",22150,"","Food Retailer","Jan 10 2017 09:07:51:000PM","Jan 10 2017 09:07:51:000PM","6225 Backlick Rd Springfield Virginia 22150",-77.1851358,38.7827806
4303521,"7-Eleven","6691 Backlick Rd","","Springfield","Fairfax","Virginia",22150,"7034511827","http://7-Eleven.Com","6691 Backlick Rd","Springfield","Virginia",22150,"","Food Retailer","Jan 10 2017 09:07:51:000PM","Jan 10 2017 09:07:51:000PM","6691 Backlick Rd Springfield Virginia 22150",-77.1833388,38.7728471
4303522,"7-Eleven","7029 Brookfield Plz","","Springfield","Fairfax","Virginia",22150,"7034516449","http://7-Eleven.Com","7029 Brookfield Plz","Springfield","Virginia",22150,"","Food Retailer","Jan 10 2017 09:07:51:000PM","Jan 10 2017 09:07:51:000PM","7029 Brookfield Plz Springfield Virginia 22150",-77.1846393,38.7736086
4303523,"7-Eleven","7225 Old Keene Mill Rd","","Springfield","Fairfax","Virginia",22150,"7035697492","http://7-Eleven.Com","7225 Old Keene Mill Rd","Springfield","Virginia",22150,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","7225 Old Keene Mill Rd Springfield Virginia 22150",-77.1944574,38.7771588
4303524,"7-Eleven","7907 Rolling Rd","","Springfield","Fairfax","Virginia",22153,"7038660903","http://7-Eleven.Com","7907 Rolling Rd","Springfield","Virginia",22153,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","7907 Rolling Rd Springfield Virginia 22153",-77.2111894,38.7430236
4303525,"7-Eleven","8017 Braddock Rd","","Springfield","Fairfax","Virginia",22151,"7034252982","http://7-Eleven.Com","8017 Braddock Rd","Springfield","Virginia",22151,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","8017 Braddock Rd Springfield Virginia 22151",-77.2233017,38.8104401
4303526,"7-Eleven","8071 Alban Rd","","Springfield","Fairfax","Virginia",22150,"7034400137","http://7-Eleven.Com","8071 Alban Rd","Springfield","Virginia",22150,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","8071 Alban Rd Springfield Virginia 22150",-77.1929974,38.7382294
4303527,"7-Eleven","8314 Hooes Rd","","Springfield","Fairfax","Virginia",22152,"7038660900","http://7-Eleven.Com","8314 Hooes Rd","Springfield","Virginia",22152,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","8314 Hooes Rd Springfield Virginia 22152",-77.2329846,38.7565615
4303528,"7-Eleven","8319 Old Keene Mill Rd","","Springfield","Fairfax","Virginia",22152,"7038660904","http://7-Eleven.Com","8319 Old Keene Mill Rd","Springfield","Virginia",22152,"","Food Retailer","Jan 10 2017 09:07:52:000PM","Jan 10 2017 09:07:52:000PM","8319 Old Keene Mill Rd Springfield Virginia 22152",-77.2325895,38.7788901
4303561,"7-Eleven","10508 Leesburg Pike # 10671","","Vienna","Fairfax","Virginia",22182,"7037595833","http://7-Eleven.Com","10508 Leesburg Pike # 10671","Vienna","Virginia",22182,"","Food Retailer","Jan 10 2017 09:07:58:000PM","Jan 10 2017 09:07:58:000PM","10508 Leesburg Pike  10671 Vienna Virginia 22182",-77.3092249,38.9763028
4303562,"7-Eleven","1931 Old Gallows Rd","","Vienna","Fairfax","Virginia",22182,"7038831713","http://7-Eleven.Com","1931 Old Gallows Rd","Vienna","Virginia",22182,"","Food Retailer","Jan 10 2017 09:07:59:000PM","Jan 10 2017 09:07:59:000PM","1931 Old Gallows Rd Vienna Virginia 22182",-77.221618,38.9116391
4303563,"7-Eleven","427 Maple Ave","","Vienna","Fairfax","Virginia",22180,"7032559302","http://7-Eleven.Com","427 Maple Ave","Vienna","Virginia",22180,"","Food Retailer","Jan 10 2017 09:07:59:000PM","Jan 10 2017 09:07:59:000PM","427 Maple Ave Vienna Virginia 22180",-77.2734811,38.8956474
4303564,"7-Eleven","537 Maple Ave W","","Vienna","Fairfax","Virginia",22180,"7032559301","http://7-Eleven.Com","537 Maple Ave W","Vienna","Virginia",22180,"","Food Retailer","Jan 10 2017 09:07:59:000PM","Jan 10 2017 09:07:59:000PM","537 Maple Ave W Vienna Virginia 22180",-77.2753905,38.8941127
4303565,"7-Eleven","8391 Leesburg Pike","","Vienna","Fairfax","Virginia",22182,"7037600979","http://7-Eleven.Com","8391 Leesburg Pike","Vienna","Virginia",22182,"","Food Retailer","Jan 10 2017 09:07:59:000PM","Jan 10 2017 09:07:59:000PM","8391 Leesburg Pike Vienna Virginia 22182",-77.2373261,38.9226786
4303566,"7-Eleven","8616 Park St","","Vienna","Fairfax","Virginia",22180,"7038768921","http://7-Eleven.Com","8616 Park St","Vienna","Virginia",22180,"","Food Retailer","Jan 10 2017 09:07:59:000PM","Jan 10 2017 09:07:59:000PM","8616 Park St Vienna Virginia 22180",-77.2428278,38.8887864
4303145,"7-Eleven","11021 Marsh Rd","","Bealeton","Fauquier","Virginia",22712,"5404392510","http://7-Eleven.Com","11021 Marsh Rd","Bealeton","Virginia",22712,"","Food Retailer","Jan 10 2017 09:06:51:000PM","Jan 10 2017 09:06:51:000PM","11021 Marsh Rd Bealeton Virginia 22712",-77.7669108,38.5825855
4303146,"7-Eleven","11022 Marsh Rd","","Bealeton","Fauquier","Virginia",22712,"5404392944","http://7-Eleven.Com","11022 Marsh Rd","Bealeton","Virginia",22712,"","Food Retailer","Jan 10 2017 09:06:51:000PM","Jan 10 2017 09:06:51:000PM","11022 Marsh Rd Bealeton Virginia 22712",-77.7683858,38.582297
4303351,"7-Eleven","8324 W Main St","","Marshall","Fauquier","Virginia",20115,"5403641669","http://7-Eleven.Com","8324 W Main St","Marshall","Virginia",20115,"","Food Retailer","Jan 10 2017 09:07:24:000PM","Jan 10 2017 09:07:24:000PM","8324 W Main St Marshall Virginia 20115",-77.8552865,38.8665898
4303159,"7-Eleven","13305 Lee Hwy","","Centreville","Fairfax","Virginia",20121,"7038303010","http://7-Eleven.Com","13305 Lee Hwy","Centreville","Virginia",20121,"","Food Retailer","Jan 10 2017 09:06:53:000PM","Jan 10 2017 09:06:53:000PM","13305 Lee Hwy Centreville Virginia 20121",-77.4053185,38.8396781
4303160,"7-Eleven","13830 Lee Hwy # 1","","Centreville","Fairfax","Virginia",20120,"7038188657","http://7-Eleven.Com","13830 Lee Hwy # 1","Centreville","Virginia",20120,"","Food Retailer","Jan 10 2017 09:06:54:000PM","Jan 10 2017 09:06:54:000PM","13830 Lee Hwy  1 Centreville Virginia 20120",-77.4261366,38.8397699
4303156,"7-Eleven","6030 Burke Commons Rd # L2","","Burke","Fairfax","Virginia",22015,"7032505470","http://7-Eleven.Com","6030 Burke Commons Rd # L2","Burke","Virginia",22015,"","Food Retailer","Jan 10 2017 09:06:53:000PM","Jan 10 2017 09:06:53:000PM","6030 Burke Commons Rd  L2 Burke Virginia 22015",-77.2996837,38.788003
4303157,"7-Eleven","6311 Lee Chapel Rd","","Burke","Fairfax","Virginia",22015,"7038660901","http://7-Eleven.Com","6311 Lee Chapel Rd","Burke","Virginia",22015,"","Food Retailer","Jan 10 2017 09:06:53:000PM","Jan 10 2017 09:06:53:000PM","6311 Lee Chapel Rd Burke Virginia 22015",-77.2764554,38.7803153
4303158,"7-Eleven","9413-A Burke Lake Rd","","Burke","Fairfax","Virginia",22015,"7034252981","http://7-Eleven.Com","9413-A Burke Lake Rd","Burke","Virginia",22015,"","Food Retailer","Jan 10 2017 09:06:53:000PM","Jan 10 2017 09:06:53:000PM","9413A Burke Lake Rd Burke Virginia 22015",-77.2731694,38.7935
4303108,"7-Eleven","3338 Gallows Rd","","Annandale","Fairfax","Virginia",22003,"7038768923","http://7-Eleven.Com","3338 Gallows Rd","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:06:45:000PM","Jan 10 2017 09:06:45:000PM","3338 Gallows Rd Annandale Virginia 22003",-77.2220359,38.8541478
4303109,"7-Eleven","4131 Hummer Rd","","Annandale","Fairfax","Virginia",22003,"7036581905","http://7-Eleven.Com","4131 Hummer Rd","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:06:46:000PM","Jan 10 2017 09:06:46:000PM","4131 Hummer Rd Annandale Virginia 22003",-77.2103136,38.8331979
4303110,"7-Eleven","4209 Annandale Rd","","Annandale","Fairfax","Virginia",22003,"7036581903","http://7-Eleven.Com","4209 Annandale Rd","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:06:46:000PM","Jan 10 2017 09:06:46:000PM","4209 Annandale Rd Annandale Virginia 22003",-77.1965462,38.8326954
4303111,"7-Eleven","6910i Braddock Rd","","Annandale","Fairfax","Virginia",22003,"7036581902","http://7-Eleven.Com","6910i Braddock Rd","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:06:46:000PM","Jan 10 2017 09:06:46:000PM","6910i Braddock Rd Annandale Virginia 22003",-77.1838852,38.812258
4303112,"7-Eleven","7822 Rectory Ln","","Annandale","Fairfax","Virginia",22003,"7036581907","http://7-Eleven.Com","7822 Rectory Ln","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:06:46:000PM","Jan 10 2017 09:06:46:000PM","7822 Rectory Ln Annandale Virginia 22003",-77.214391,38.8256968
4303113,"7-Eleven","1131 S George Mason Dr","","Arlington","Arlington","Virginia",22204,"7037693763","http://7-Eleven.Com","1131 S George Mason Dr","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:06:46:000PM","Jan 10 2017 09:06:46:000PM","1131 S George Mason Dr Arlington Virginia 22204",-77.1004758,38.8583951
4303114,"7-Eleven","1500 S Fern St # 1","","Arlington","Arlington","Virginia",22202,"7037693762","http://7-Eleven.Com","1500 S Fern St # 1","Arlington","Virginia",22202,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","1500 S Fern St  1 Arlington Virginia 22202",-77.0565735,38.8590129
4303115,"7-Eleven","1625 Wilson Blvd","","Arlington","Arlington","Virginia",22209,"7033120405","http://7-Eleven.Com","1625 Wilson Blvd","Arlington","Virginia",22209,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","1625 Wilson Blvd Arlington Virginia 22209",-77.0781015,38.8944925
4303116,"7-Eleven","17 S Carlin Springs Rd","","Arlington","Arlington","Virginia",22204,"7035786062","http://7-Eleven.Com","17 S Carlin Springs Rd","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","17 S Carlin Springs Rd Arlington Virginia 22204",-77.1281574,38.865419
4303117,"7-Eleven","2001 Clarendon Blvd # 1","","Arlington","Arlington","Virginia",22201,"7032944128","http://7-Eleven.Com","2001 Clarendon Blvd # 1","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","2001 Clarendon Blvd  1 Arlington Virginia 22201",-77.0822112,38.8919597
4303118,"7-Eleven","201 S Glebe Rd","","Arlington","Arlington","Virginia",22204,"7032710646","http://7-Eleven.Com","201 S Glebe Rd","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","201 S Glebe Rd Arlington Virginia 22204",-77.0972752,38.8683522
4303119,"7-Eleven","2311 2nd St S","","Arlington","Arlington","Virginia",22204,"7037693765","http://7-Eleven.Com","2311 2nd St S","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","2311 2nd St S Arlington Virginia 22204",-77.0841917,38.8719065
4303120,"7-Eleven","2525 Lee Hwy","","Arlington","Arlington","Virginia",22201,"7032434733","http://7-Eleven.Com","2525 Lee Hwy","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:06:47:000PM","Jan 10 2017 09:06:47:000PM","2525 Lee Hwy Arlington Virginia 22201",-77.0909853,38.8950952
4303121,"7-Eleven","2704 Washington Blvd","","Arlington","Arlington","Virginia",22201,"7032434731","http://7-Eleven.Com","2704 Washington Blvd","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","2704 Washington Blvd Arlington Virginia 22201",-77.090239,38.8796708
4303122,"7-Eleven","2815 S Wakefield St","","Arlington","Arlington","Virginia",22206,"7035786066","http://7-Eleven.Com","2815 S Wakefield St","Arlington","Virginia",22206,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","2815 S Wakefield St Arlington Virginia 22206",-77.0977697,38.8441879
4303123,"7-Eleven","2906 N Sycamore St","","Arlington","Arlington","Virginia",22207,"7035345837","http://7-Eleven.Com","2906 N Sycamore St","Arlington","Virginia",22207,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","2906 N Sycamore St Arlington Virginia 22207",-77.1572566,38.8994021
4303124,"7-Eleven","3000 Washington Blvd # E","","Arlington","Arlington","Virginia",22201,"7033125105","http://7-Eleven.Com","3000 Washington Blvd # E","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","3000 Washington Blvd  E Arlington Virginia 22201",-77.094173,38.8848288
4303125,"7-Eleven","3003 Columbia Pike","","Arlington","Arlington","Virginia",22204,"7037693760","http://7-Eleven.Com","3003 Columbia Pike","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","3003 Columbia Pike Arlington Virginia 22204",-77.0882063,38.8626876
4303126,"7-Eleven","3461 Washington Blvd # 200","","Arlington","Arlington","Virginia",22201,"7035281457","http://7-Eleven.Com","3461 Washington Blvd # 200","Arlington","Virginia",22201,"","Food Retailer","Jan 10 2017 09:06:48:000PM","Jan 10 2017 09:06:48:000PM","3461 Washington Blvd  200 Arlington Virginia 22201",-77.1030354,38.8864387
