STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
51,083,930201,5164,+36.930356,-079.002820
51,083,930202,2516,+36.795999,-079.046257
51,083,930301,2576,+36.666899,-079.093146
51,083,930302,4637,+36.615280,-078.951021
51,083,930400,3796,+36.666529,-078.794066
51,083,930500,4099,+36.764157,-078.873205
51,083,930600,6193,+36.734719,-078.938315
51,083,930800,4291,+36.708828,-078.901601
51,085,320100,6367,+37.880068,-077.591946
51,085,320200,5891,+37.808947,-077.675158
51,085,320300,4061,+37.731080,-077.675552
51,085,320400,4428,+37.713901,-077.506692
51,085,320500,3001,+37.767697,-077.522995
51,085,320601,4243,+37.765960,-077.476162
51,085,320602,3098,+37.751787,-077.475843
51,085,320701,2834,+37.723843,-077.397699
51,085,320702,2999,+37.712632,-077.346273
51,085,320801,2577,+37.712665,-077.421262
51,085,320803,5281,+37.681042,-077.406363
51,085,320804,5058,+37.686280,-077.424231
51,085,320805,2938,+37.667895,-077.424174
51,085,320900,7561,+37.648217,-077.373043
51,085,321001,3461,+37.623805,-077.347473
51,085,321002,7520,+37.633330,-077.321179
51,085,321100,5504,+37.612367,-077.382384
51,085,321201,4555,+37.595086,-077.332548
51,085,321202,3915,+37.594915,-077.361433
51,085,321300,6336,+37.605296,-077.311704
51,085,321401,2103,+37.669999,-077.272118
51,085,321402,3270,+37.603099,-077.254788
51,085,321403,2862,+37.612870,-077.185027
51,087,200104,5186,+37.609729,-077.550248
51,087,200105,6130,+37.615403,-077.569812
51,087,200106,4516,+37.600926,-077.580271
51,087,200107,7854,+37.590417,-077.593047
51,087,200108,2688,+37.572302,-077.585881
51,087,200109,3636,+37.579928,-077.566051
51,087,200112,5181,+37.604809,-077.616638
51,087,200116,5689,+37.614530,-077.592577
51,087,200119,9108,+37.657155,-077.569078
51,087,200120,7805,+37.642257,-077.641181
51,087,200121,6839,+37.643966,-077.624380
51,087,200122,4379,+37.627147,-077.623816
51,087,200123,3032,+37.617810,-077.642300
51,087,200124,4457,+37.616533,-077.624914
51,087,200125,3897,+37.630492,-077.559451
51,087,200126,3627,+37.634493,-077.554821
51,087,200127,5419,+37.629326,-077.591471
51,087,200128,4531,+37.642235,-077.601684
51,087,200129,11764,+37.678942,-077.600424
51,087,200130,7140,+37.697617,-077.613728
51,087,200201,2645,+37.594226,-077.556893
51,087,200202,3914,+37.588018,-077.543400
51,087,200301,1250,+37.582072,-077.503159
51,087,200302,3115,+37.589877,-077.518298
51,087,200303,3639,+37.600124,-077.527685
51,087,200305,4136,+37.620891,-077.535092
51,087,200404,2959,+37.607201,-077.500599
51,087,200406,8986,+37.670009,-077.517875
51,087,200407,4791,+37.644896,-077.547949
51,087,200409,2397,+37.625692,-077.518281
51,087,200410,4713,+37.617085,-077.510174
51,087,200411,5435,+37.638249,-077.526649
51,087,200412,2130,+37.632945,-077.522848
51,087,200413,4566,+37.654996,-077.535607
51,087,200414,5815,+37.660414,-077.553622
51,087,200501,2154,+37.595769,-077.502324
51,087,200502,2061,+37.605929,-077.486264
51,087,200503,3769,+37.629322,-077.494042
51,087,200600,4839,+37.611357,-077.479109
51,087,200700,3586,+37.605577,-077.464161
51,087,200801,3167,+37.631597,-077.471458
51,087,200802,1924,+37.623417,-077.449654
51,087,200804,5759,+37.607264,-077.434700
51,087,200805,4091,+37.586868,-077.427870
51,087,200903,6706,+37.662938,-077.464741
51,087,200904,6057,+37.636737,-077.433929
51,087,200905,5046,+37.650249,-077.481077
51,087,200906,4300,+37.659085,-077.498466
51,087,201001,5847,+37.579303,-077.383884
51,087,201002,2929,+37.575251,-077.400569
51,087,201003,6020,+37.561277,-077.394955
51,087,201101,6920,+37.548458,-077.373391
51,087,201102,4277,+37.524098,-077.376638
51,087,201201,6503,+37.553415,-077.333670
51,087,201202,6091,+37.543476,-077.340090
51,087,201401,4942,+37.524845,-077.352114
51,087,201403,5816,+37.535273,-077.294609
51,087,201404,4288,+37.499014,-077.237050
51,087,201501,9872,+37.496418,-077.388872
51,087,201502,4725,+37.455860,-077.332916
51,087,201601,3151,+37.453311,-077.255620
51,087,201602,4916,+37.449995,-077.381184
51,087,201701,3810,+37.521799,-077.307370
51,087,980100,0,+37.504782,-077.320899
51,089,010100,3965,+36.715119,-079.921217
51,089,010200,5112,+36.727336,-079.903479
51,089,010300,5643,+36.703211,-079.815952
51,089,010400,3875,+36.711833,-079.729139
51,089,010500,4114,+36.606997,-079.773160
51,089,010601,2799,+36.629181,-079.873123
51,089,010602,4025,+36.595298,-079.855932
51,089,010700,3519,+36.600402,-079.952264
51,089,010800,2564,+36.673197,-079.932101
51,089,010900,2755,+36.653719,-079.990471
51,089,011000,5147,+36.713597,-080.028657
51,089,011100,2696,+36.749853,-079.963403
51,089,011200,3768,+36.759243,-080.043653
51,089,011300,4169,+36.781135,-079.921529
51,091,970100,2321,+38.386074,-079.568796
51,093,280101,4007,+37.027464,-076.664479
51,093,280103,6690,+36.947273,-076.531988
51,093,280104,4454,+36.986099,-076.594698
51,093,280105,4036,+36.965823,-076.628983
51,093,280106,2763,+36.962572,-076.592489
51,093,280200,3791,+36.926872,-076.675410
51,093,280300,5490,+36.832894,-076.745129
51,093,280400,4039,+36.748880,-076.845497
51,095,080101,5563,+37.240746,-076.671505
51,095,080102,4014,+37.215435,-076.613837
51,095,080202,5426,+37.256535,-076.750228
51,095,080203,3510,+37.241278,-076.727953
51,095,080205,3040,+37.297191,-076.738485
51,095,080206,9721,+37.294898,-076.772721
51,095,080301,8863,+37.329916,-076.779185
51,095,080303,7645,+37.250399,-076.776334
51,095,080304,5657,+37.251533,-076.815383
51,095,080401,6825,+37.411706,-076.798418
51,095,080402,6745,+37.366067,-076.783767
51,097,950400,3881,+37.813245,-077.022233
51,097,950500,3064,+37.554649,-076.728453
51,099,040100,4977,+38.339824,-077.058409
51,099,040200,4130,+38.296865,-077.125314
51,099,040300,7589,+38.297277,-077.256187
51,099,040400,3942,+38.257163,-077.199298
51,099,040500,2946,+38.231430,-077.102691
51,101,950101,4194,+37.738193,-077.177379
51,101,950102,5985,+37.790062,-077.154552
51,101,950200,2341,+37.636460,-076.959315
51,101,950300,3415,+37.551022,-076.804744
51,103,030100,3500,+37.747633,-076.522042
51,103,030200,4098,+37.713209,-076.403422
51,103,030300,3793,+37.653458,-076.395245
51,103,990100,0,+37.629769,-076.231623
51,105,950100,3438,+36.807412,-082.983098
51,105,950200,4214,+36.768057,-082.900984
51,105,950300,5532,+36.727946,-083.026746
51,105,950400,3309,+36.659666,-083.097353
51,105,950500,4914,+36.700392,-083.158689
51,105,950600,4180,+36.633916,-083.445562
51,107,610101,3843,+39.267397,-077.678571
51,107,610102,3740,+39.267872,-077.617388
51,107,610201,4268,+39.182816,-077.697951
51,107,610202,4276,+39.142676,-077.773854
51,107,610300,6642,+39.195206,-077.567842
51,107,610400,4447,+39.120752,-077.574713
51,107,610503,7104,+39.117907,-077.528355
51,107,610504,6850,+39.121249,-077.549438
51,107,610505,5887,+39.110212,-077.547372
51,107,610506,4581,+39.100872,-077.526408
51,107,610507,6305,+39.101218,-077.502600
51,107,610601,6930,+39.098596,-077.586488
51,107,610602,2161,+39.088949,-077.575864
51,107,610603,2700,+39.102758,-077.557816
51,107,610604,6547,+39.089848,-077.547992
51,107,610701,4662,+39.128859,-077.726085
51,107,610702,5705,+39.134123,-077.701183
51,107,610703,4748,+39.115599,-077.649111
51,107,610800,5940,+39.063413,-077.772653
51,107,610900,2292,+38.976861,-077.701360
51,107,611002,3869,+39.060708,-077.444813
51,107,611004,6892,+39.046810,-077.511755
51,107,611005,5389,+39.039180,-077.496037
51,107,611006,4997,+39.030862,-077.478089
51,107,611009,5410,+39.088539,-077.486918
51,107,611010,1617,+39.082005,-077.472556
51,107,611011,3450,+39.080180,-077.492388
51,107,611012,4313,+39.065036,-077.499450
51,107,611013,3956,+39.057124,-077.488804
51,107,611014,4397,+39.050296,-077.478979
51,107,611015,2170,+39.056306,-077.465455
51,107,611016,2305,+39.049477,-077.468497
51,107,611017,3148,+39.038934,-077.466353
51,107,611018,2228,+39.034072,-077.465893
51,107,611019,5593,+39.027711,-077.497320
51,107,611020,4832,+39.014561,-077.494086
51,107,611021,5051,+38.994056,-077.499104
51,107,611022,5872,+39.009128,-077.513734
51,107,611023,5746,+39.022431,-077.517035
51,107,611024,4456,+39.025465,-077.576675
51,107,611025,4767,+38.984054,-077.531481
51,107,611101,4329,+39.050193,-077.424164
51,107,611102,6053,+39.049303,-077.411531
51,107,611202,4744,+39.047633,-077.376505
51,107,611204,5503,+39.036757,-077.373964
51,107,611205,5774,+39.029005,-077.381455
51,107,611206,4226,+39.047634,-077.393583
51,107,611207,3979,+39.037875,-077.395043
51,107,611208,4253,+39.050621,-077.353039
51,107,611209,6503,+39.040174,-077.353035
51,107,611300,5913,+39.011935,-077.382809
51,107,611400,5273,+39.000754,-077.393835
51,107,611501,3164,+39.031581,-077.413405
51,107,611502,5702,+39.012448,-077.405319
51,107,611601,3995,+39.005645,-077.425139
51,107,611602,3850,+38.998778,-077.416892
51,107,611700,6329,+38.989615,-077.406156
51,107,611801,5571,+38.926714,-077.547655
51,107,611802,8426,+38.916137,-077.528487
51,107,611803,5775,+38.907143,-077.513327
51,107,611804,4954,+38.910187,-077.500014
51,107,611805,5110,+38.895750,-077.497050
51,107,611806,5935,+38.920801,-077.567248
51,107,611900,6862,+38.981668,-077.512060
51,107,980100,2,+38.974831,-077.436984
51,109,950100,7040,+37.962369,-077.832275
51,109,950201,4629,+38.022935,-078.012670
51,109,950202,3682,+38.034077,-077.896153
51,109,950300,8551,+38.060028,-078.153033
51,109,950400,2911,+37.943662,-078.073038
51,109,950500,6340,+37.842309,-077.816853
51,111,930100,5877,+36.997533,-078.170242
51,111,930200,4583,+36.984429,-078.329065
51,111,930300,2454,+36.877405,-078.117338
51,113,930100,7333,+38.356751,-078.193589
51,113,930200,5975,+38.406122,-078.286214
51,115,951300,4401,+37.486051,-076.349622
51,115,951400,4577,+37.403848,-076.336545
51,115,990100,0,+37.408982,-076.201491
51,117,930101,3143,+36.701388,-078.084269
51,117,930102,2933,+36.584904,-078.095244
51,117,930200,5979,+36.732860,-078.133489
51,117,930300,3276,+36.717889,-078.243829
51,117,930400,5562,+36.798703,-078.459973
51,117,930500,1886,+36.705267,-078.563027
51,117,930600,3613,+36.664210,-078.377929
51,117,930700,2478,+36.575088,-078.402996
51,117,930800,3857,+36.620304,-078.615433
51,119,950900,1600,+37.698639,-076.657799
51,119,951000,3906,+37.612138,-076.568728
51,119,951100,2880,+37.575956,-076.458197
51,119,951200,2573,+37.554180,-076.363941
51,119,990100,0,+37.561804,-076.222121
51,121,020100,8485,+37.225508,-080.421538
51,121,020201,5567,+37.215492,-080.448529
51,121,020202,2218,+37.191364,-080.419415
51,121,020300,6576,+37.242006,-080.437891
51,121,020400,7774,+37.246831,-080.421581
51,121,020500,5988,+37.250990,-080.404200
51,121,020600,5209,+37.230321,-080.399923
51,121,020700,5856,+37.211541,-080.399768
51,121,020800,6599,+37.143183,-080.395523
51,121,020900,5012,+37.130562,-080.369785
51,121,021000,4630,+37.118099,-080.419671
51,121,021100,7281,+37.151917,-080.428948
51,121,021200,6311,+37.192748,-080.502147
51,121,021300,3571,+37.252823,-080.331586
51,121,021400,5103,+37.176294,-080.244201
51,121,021500,8212,+37.077859,-080.461077
51,125,950100,5696,+37.721634,-078.819071
51,125,950200,4911,+37.939686,-078.850590
51,125,950300,4413,+37.779831,-078.963094
51,127,700100,5734,+37.532171,-077.159193
51,127,700200,4377,+37.512733,-077.094926
51,127,700300,8318,+37.465037,-076.922448
51,131,930100,4376,+37.513145,-075.854026
51,131,930200,3820,+37.392994,-075.923739
51,131,930300,4193,+37.257298,-075.978124
51,131,990100,0,+37.130331,-076.004986
51,133,020100,3903,+37.973556,-076.540943
51,133,020200,3135,+37.896453,-076.420392
51,133,020300,5292,+37.826568,-076.317356
51,133,990100,0,+37.745746,-076.248104
51,135,000100,6036,+37.096834,-077.983820
51,135,000200,2719,+37.159579,-078.071339
51,135,000300,7064,+37.180607,-078.155451
51,135,980100,34,+37.069581,-077.954579
51,137,110102,8822,+38.251504,-077.967489
51,137,110103,9781,+38.343954,-077.761195
51,137,110104,2968,+38.289232,-077.831314
51,137,110200,4934,+38.250722,-078.117422
51,137,110300,6976,+38.181484,-078.204616
51,139,030100,2582,+38.699406,-078.413410
51,139,030200,4177,+38.685203,-078.474264
51,139,030300,5005,+38.643163,-078.437338
51,139,030400,6321,+38.573426,-078.508013
51,139,030500,5957,+38.507028,-078.601066
51,141,030100,5060,+36.744083,-080.247770
51,141,030200,6202,+36.610151,-080.444566
51,141,030301,3056,+36.593822,-080.200080
51,141,030302,4172,+36.661650,-080.142201
51,143,010100,4315,+37.003570,-079.247068
51,143,010200,4487,+37.079428,-079.309824
51,143,010300,4193,+36.990283,-079.450970
51,143,010400,4054,+36.797823,-079.575645
51,143,010500,5115,+36.826396,-079.404689
51,143,010600,3034,+36.933056,-079.369381
51,143,010700,1833,+36.840554,-079.223559
51,143,010801,2510,+36.703729,-079.346499
51,143,010802,6369,+36.628537,-079.264418
51,143,010900,2984,+36.746246,-079.414501
51,143,011001,4539,+36.649149,-079.592150
51,143,011002,4661,+36.687908,-079.492383
51,143,011100,2929,+36.599169,-079.618459
51,143,011200,2318,+36.593969,-079.481419
51,143,011300,6182,+36.649356,-079.424561
51,143,011400,3983,+36.647198,-079.352191
51,145,500101,5905,+37.555936,-077.778609
51,145,500102,5519,+37.482100,-077.816896
51,145,500200,8844,+37.552143,-077.890149
51,145,500300,2773,+37.629090,-077.850331
51,145,500400,5005,+37.549762,-078.026640
51,147,930100,6679,+37.275170,-078.345945
51,147,930201,3666,+37.303655,-078.412858
51,147,930202,3571,+37.291797,-078.525185
51,147,930203,2399,+37.300149,-078.396348
51,147,930300,7053,+37.190947,-078.459911
51,149,850100,5083,+37.303034,-077.341460
51,149,850200,3460,+37.235032,-077.331759
51,149,850301,6623,+37.244702,-077.295502
51,149,850302,4130,+37.269824,-077.246584
51,149,850400,5182,+37.219619,-077.181764
51,149,850501,5984,+37.097418,-077.329694
51,149,850502,5263,+37.168306,-077.323278
51,153,900100,3107,+38.653452,-077.240638
51,153,900201,2050,+38.663455,-077.254483
51,153,900202,3764,+38.662987,-077.266172
51,153,900203,4273,+38.654985,-077.264482
51,153,900300,7656,+38.673997,-077.267919
51,153,900403,5108,+38.641101,-077.309871
51,153,900404,5345,+38.639624,-077.319560
51,153,900407,6115,+38.638296,-077.339601
51,153,900408,4279,+38.628731,-077.340188
51,153,900409,4634,+38.628287,-077.322340
51,153,900410,4659,+38.617252,-077.307311
51,153,900501,7251,+38.644839,-077.274028
51,153,900502,2047,+38.628670,-077.281179
51,153,900600,7386,+38.642911,-077.257792
51,153,900701,4976,+38.623570,-077.274493
51,153,900702,7355,+38.620587,-077.261092
51,153,900801,5385,+38.598134,-077.283325
51,153,900802,6612,+38.586454,-077.294611
51,153,900901,5631,+38.560017,-077.321778
51,153,900904,5177,+38.569182,-077.299991
51,153,900905,4964,+38.542534,-077.317835
51,153,901001,6228,+38.573992,-077.337730
51,153,901005,4363,+38.621276,-077.385119
51,153,901008,5956,+38.591408,-077.308716
51,153,901009,6829,+38.623504,-077.356697
51,153,901010,4158,+38.611081,-077.353887
51,153,901011,5456,+38.613938,-077.327790
51,153,901012,3127,+38.599779,-077.331662
51,153,901100,4932,+38.526663,-077.326805
51,153,901203,3800,+38.653204,-077.335513
51,153,901208,3418,+38.684489,-077.274871
51,153,901209,6179,+38.666265,-077.298966
51,153,901211,4376,+38.667062,-077.340113
51,153,901212,7184,+38.668223,-077.352574
51,153,901219,5519,+38.699020,-077.381105
51,153,901221,5080,+38.692173,-077.316815
51,153,901222,2604,+38.697537,-077.305103
51,153,901223,6265,+38.688911,-077.297746
51,153,901224,4212,+38.678138,-077.305552
51,153,901225,4525,+38.669219,-077.323040
51,153,901226,5493,+38.667778,-077.372130
51,153,901227,4988,+38.652864,-077.362028
51,153,901228,6036,+38.640018,-077.364311
51,153,901229,3888,+38.651268,-077.380638
51,153,901230,4296,+38.665037,-077.390340
51,153,901231,5593,+38.741099,-077.425827
51,153,901232,4417,+38.726789,-077.451220
51,153,901233,7077,+38.677573,-077.426230
51,153,901234,2774,+38.649328,-077.408319
51,153,901235,3052,+38.699562,-077.333138
51,153,901236,4102,+38.684700,-077.335708
51,153,901237,3076,+38.685207,-077.328133
51,153,901303,4585,+38.725870,-077.486300
51,153,901304,2451,+38.703112,-077.474033
51,153,901305,2999,+38.673948,-077.539005
